No.,Title,Members,Status,Scope,Type,Upgraded,Upgraded Status,Year of Signature (Upgraded),Year of Enforcement/Termination (Upgraded),Trade in Goods,Year of Signature (Goods),Year of Enforcement/ Termination (Goods),WTO Notification  (Goods),WTO Notification Link,WTO Notification Year (Goods),WTO Consideration Process (Goods),SPS/TBT ,Anti-Dumping Duty, Safeguard,Trade in Services,Year of Signature (Services),Year of Enforcement/ Termination (Services),WTO Notification (Services),WTO Notification Year (Services),WTO Consideration Process (Services),Liberalization Approach (Services),Investment,Year of Signature (Investment),Year of Enforcement/ Termination  (Investment),Liberatlization approach (Investment),BIT (Source UNCTAD),Trade Facilitation & Customs Cooperation,Government Procurement,Competition Policy,Intellectual Property,Dispute Settlement,Temporary Movement of Natural Persons ,Sustainable Development Related Provisions,Sustainable Development by Concept,Labour protection,Human Rights,Gender,Health,Environment,SMEs,Technical Cooperation,Transparency,Financial Services,Telecommunications,E-commerce,"Online Consumer Protection 
(in E-commerce Chapter)","Personal Data Protection 
(in E-commerce Chapter)","Data flows 
(in E-commerce Chapter)",Link to website
1,Afghanistan-India,Afghanistan; India,Entry into Force,Bilateral,Partial Scope Agreement,No,No,No,No,Yes,2003,2003,2003,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=389,2010,Factual Presentation distributed,No,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://www.mea.gov.in/Portal/LegalTreatiesDoc/AF75B1675.pdf
2,Armenia-Belarus,Armenia; Belarus,Terminated,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,No,No,No report ,N/A,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://www.worldtradelaw.net/document.php?id=fta/agreements/cisfta.pdf&mode=download
3,Armenia-Eurasian Economic Union (EAEU),Armenia; Armenia; Belarus; Kazakhstan; Kyrgyzstan; Russian Federation,Entry into Force,Country - Bloc,Customs Union & EIA,No,No,No,No,Yes,2014,2015,2015,https://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=910,2014,Factual Presentation not distributed  ,Yes,Yes,Yes,Yes,2014,2015,GATS Art. V,2014,Factual Presentation distributed,Negative,Yes,2014,2015,Negative,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,https://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=910
4,Armenia-European Union (EU),Armenia; European Union (EU),Entry into Force,Country - Bloc,FTA & EIA,No,No,No,No,Yes,2017,2018,2018,http://rtais.wto.org/UI/CRShowRTAIDCard.aspx?rtaid=849,No,No report ,Yes,No,No,Yes,2017,2018,GATS Art. V,2019,Factual Presentation not distributed,Negative,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:22018A0126(01)&from=EM
5,Armenia-Georgia,Armenia; Georgia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1995,1998,1998,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=82,2001,Factual Abstract distributed ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://wits.worldbank.org/GPTAD/PDF/archive/Armenia-Georgia.pdf
6,Armenia-Kazakhstan,Armenia; Kazakhstan,Terminated,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1999,2001,2001,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=50,2004,Factual Presentation not distributed  ,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,https://wits.worldbank.org/GPTAD/PDF/archive/armenia-kazakhstan.pdf
7,Armenia-Kyrgyzstan,Armenia; Kyrgyzstan,Terminated,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1994,1995,1995,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=90,2000,Factual Abstract distributed ,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=90
8,Armenia-Republic of Moldova,Armenia; Republic of Moldova,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1993,1995,1995,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=49,2004,Factual Presentation distributed,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://wits.worldbank.org/GPTAD/PDF/archive/armenia-moldova.pdf
9,Armenia-Tajikistan,Armenia; Tajikistan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1994,1994,1994,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://cis-legislation.com/document.fwx?rgn=20971
10,Armenia-Turkmenistan,Armenia; Turkmenistan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1995,1996,1996,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=47,2004,Factual Presentation not distributed  ,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol%22WT/REG175/1%22&language=1&ct=DDFEnglish
11,Armenia-Ukraine,Armenia; Ukraine,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1994,1996,1996,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=51,2004,Factual Presentation distributed,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://wits.worldbank.org/GPTAD/PDF/archive/armenia-ukraine.pdf
12,ASEAN Economic Community (Upgrade),Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force,Plurilateral,FTA & EIA,Yes,Under Negotiation,No,No,Yes,1992,1992,1992,No,No,No report ,Yes,Yes,Yes,Yes,1995,1998,No notification,No,No report,Positive,Yes,2009,2012,Negative,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,http://investasean.asean.org/index.php/page/view/asean-agreements
13,ASEAN-Australia-New Zealand (Upgrade),Australia; New Zealand; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force,Plurilateral,FTA & EIA,Yes,Signed & Pending ratification,2023,N/A,Yes,2009,2010,2010,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=437,2010,Factual Presentation distributed,Yes,No,Yes,Yes,2009,2010,GATS Art. V,2010,Factual Presentation distributed,Positive,Yes,2009,2010,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/aanzfta/asean-australia-new-zealand-free-trade-agreement
14,ASEAN-China (Upgrade),China; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force ,Plurilateral,FTA & EIA,Yes,Entry into Force,2015,2016,Yes,2004,2005,2005,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=42,2005,Factual Abstract distributed ,Yes ,Yes,Yes,Yes,2007,2007,GATS Art. V,2008,Factual Presentation distributed,Positive,Yes,2009,2010,Negative,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,http://fta.mofcom.gov.cn/topic/enaseanupgrade.shtml
15,ASEAN-European Union (EU),Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam; European Union                                            ,Under Negotiation,Bloc - Bloc,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"https://www.europarl.europa.eu/thinktank/en/document/EPRS_BRI(2023)754629#:~:text=To%20secure%20better%20access%20to,the%20individual%20ASEAN%20member%20states."
16,"ASEAN-Hong Kong, China","Hong Kong, China; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam",Entry into Force,Plurilateral,FTA & EIA,No,No,No,No,Yes,2017,2019,2019,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=994,2021,Factual Presentation distributed,Yes,Yes,Yes,Yes,2017,2019,GATS Art. V,2021,Factual Presentation distributed,Positive,Yes,2017,2019,Positive,In force,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,https://www.tid.gov.hk/english/ita/fta/hkasean/index.html
17,ASEAN-India (Upgrade),India; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force,Plurilateral,FTA & EIA,Yes,Under Negotiation,No,No,Yes,2009,2010,2010,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=438,2010,Factual Presentation not distributed  ,Yes,No,Yes,Yes,2014,2015,GATS Art. V,2015,Factual Presentation not distributed,Positive,Yes,2014,No,Negative,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,https://www.enterprisesg.gov.sg/-/media/esg/files/non-financial-assistance/for-companies/free-trade-agreements/asean-india-fta/aifta_legal_text.pdf?la=en
18,ASEAN-Japan,Japan; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force,Plurilateral,Free Trade Agreement,No,No,No,No,Yes,2008,2008,2008,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=176,2009,Factual Presentation not distributed  ,Yes,No,Yes,No,No,No,No notification,No,No report,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,https://www.mofa.go.jp/policy/economy/fta/asean.html
19,ASEAN-Republic of Korea,Republic of Korea; Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Viet Nam,Entry into Force,Plurilateral,FTA & EIA,No,No,No,No,Yes,2006,2010,2010,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=169,2010,Factual Presentation not distributed  ,Yes,Yes,Yes,Yes,2008,2009,GATS Art. V,2010,Factual Presentation not distributed ,Positive,Yes,2009,2010,Negative,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,https://akfta.asean.org/index.php?page=legal-text
20,Asia-Pacific Trade Agreement (APTA),Bangladesh; China; India; Republic of Korea; Lao People's Democratic Republic; Mongolia; Sri Lanka,Entry into Force,Plurilateral,Partial Scope Agreement,No,No,No,No,Yes,1975,1976,1976,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=140,1976,Report adopted,Yes,Yes,Yes,Yes,2011,2013,GATS Art. V,2019,Factual Presentation on hold,Positive,Yes,2009,N/A,Positive,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,http://fta.mofcom.gov.cn/topic/enpacific.shtml
21,Australia-Chile,Australia; Chile,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2008,2009,2009,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=157,2009,Factual Presentation distributed,Yes,Yes,Yes,Yes,2008,2009,GATS Art. V,2009,Factual Presentation distributed,Negative,Yes,2008,2009,Negative,Terminated,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/aclfta/Pages/australia-chile-fta
22,Australia-China,Australia; China,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2015,2015,2015,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=156,2016,Factual Presentation not distributed  ,Yes,Yes,Yes,Yes,2015,2015,GATS Art. V,2016,Factual Presentation not distributed ,Positive for Australia and Negative for China ,Yes,2015,2015,Positive for Australia and Negative for China ,In force,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/chafta/official-documents/Pages/official-documents
23,Australia-European Union (EU),Australia; European Union (EU),Under Negotiation,Country - Bloc,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,http://ec.europa.eu/trade/policy/countries-and-regions/countries/australia/
24,Australia-Gulf Cooperation Council (GCC),Australia; Bahrain; Kuwait; Oman; Qatar; Saudi Arabia; United Arab Emirates,Under Negotiation,Country - Bloc,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=155,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.dfat.gov.au/trade/agreements/negotiations/agccfta/Pages/australia-gulf-cooperation-council-gcc-fta
25,"Australia-Hong Kong, China (Upgrade)","Australia; Hong Kong, China",Entry into Force,Bilateral,FTA & EIA,Yes,Under Negotiation,N/A,N/A,Yes,2019,2020,2020,http://rtais.wto.org/UI/CRShowRTAIDCard.aspx?rtaid=1030,2020,Factual Presentation distributed  ,Yes,Yes,Yes,Yes,2019,2020,GATS Art. V,2020,Factual Presentation distributed,Negative,No,No,No,No,Terminated,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.tid.gov.hk/english/ita/fta/hkaufta/text_agreement.html
26,Australia-India ,Australia; India,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2022,2022,2022,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=536,2023,Awaiting data from the parties,Yes,Yes,Yes,Yes,2022,2022,GATS Art. V,2023,Awaiting data from the parties,N/A,Yes,2022,2022,N/A,Terminated,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,https://www.dfat.gov.au/trade/agreements/negotiations/aifta/australia-india-comprehensive-economic-cooperation-agreement
27,Australia-Indonesia,Australia; Indonesia,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2019,2020,2020,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=546,2021,Factual Presentation distributed,Yes,Yes,Yes,Yes,2019,2020,GATS Art. V,2021,Factual Presentation distributed,Positive,Yes,2019,2020,Positive,Terminated,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/agreements/in-force/iacepa/Pages/indonesia-australia-comprehensive-economic-partnership-agreement
28,Australia-Japan,Australia; Japan,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2014,2015,2015,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=175,2015,Factual Presentation distributed,Yes,Yes,Yes,Yes,2014,2015,GATS Art. V,2015,Factual Presentation distributed,Negative,Yes,2014,2015,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.mofa.go.jp/files/000044322.pdf
29,Australia-Malaysia,Australia; Malaysia,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2012,2013,2013,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=186,2013,Factual Presentation distributed,Yes,Yes,Yes,Yes,2012,2013,GATS Art. V,2013,Factual Presentation distributed,Positive,Yes,2012,2013,Negative,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://fta.miti.gov.my/miti-fta/resources/Malaysia-Australia/MAFTA.pdf
30,Australia-New Zealand,Australia; New Zealand,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,1982,1983,1983,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=134,1983,Report adopted,Yes,Yes,Yes,Yes,1988,1989,GATS Art. V,1995,Factual Abstract distributed ,Negative,Yes,1988,1989,Negative,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,https://www.dfat.gov.au/trade/agreements/in-force/anzcerta/Pages/australia-new-zealand-closer-economic-relations-trade-agreement
31,Australia-New Zealand-Pacific Alliance ,Australia; New Zeland; Chile; Colombia; Mexico; Peru,Under Negotiation,Plurilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,https://www.dfat.gov.au/trade/agreements/negotiations/pacificalliancefta/Pages/pacific-alliance-free-trade-agreement
32,Australia-New Zealand-United Kingdom,Australia; New Zealand; United Kingdom,Under Negotiation,Plurilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.reuters.com/world/new-zealand-britain-free-trade-agreement-start-by-month-end-2023-05-04/
33,Australia-Papua New Guinea,Australia; Papua New Guinea,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1976,1977,1977,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=139,1976,Report adopted,No,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/139/TOA/English/PATCRAAgreement.pdf
34,Australia-Peru,Australia; Peru,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2018,2020,2020,https://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=1032,2020,Factual Presentation distributed,Yes,Yes,Yes,Yes,2018,2020, GATS Art. V,2020,Factual Abstract distributed ,Positive,Yes,2018,2020,Negative,Terminated,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/agreements/in-force/pafta/full-text/Pages/fta-text-and-associated-documents
35,Australia-Republic of Korea,Australia; Republic of Korea,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2014,2014,2014,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=537,2014,Factual Presentation distributed,Yes,Yes,Yes,Yes,2014,2014,GATS Art. V,2014,Factual Presentation distributed,Negative,Yes,2014,2014,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/kafta/official-documents/Pages/full-text-of-kafta
36,Australia-Singapore (Upgrade),Australia; Singapore,Entry into Force,Bilateral,FTA & EIA,Yes,Entry into Force,2016,2017,Yes,2003,2003,2003,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=60,2003,Factual Abstract distributed ,Yes,Yes,No,Yes,2003,2003,GATS Art. V,2003,Factual Abstract distributed ,Negative,Yes,2003,2003,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/agreements/in-force/safta/Pages/singapore-australia-fta
37,Australia-Singapore Digital Economy Agreement ,Australia; Singapore,Entry into Force,Bilateral,Digital,No,No,No,No,Yes,2020,2020,2020,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/services-and-digital-trade/Pages/australia-and-singapore-digital-economy-agreement
38,Australia-Thailand,Australia; Thailand,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2004,2005,2005,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=40,2004,Factual Presentation distributed,Yes,Yes,Yes,Yes,2004,2005,GATS Art. V,2004,Factual Presentation distributed,Positive,Yes,2004,2005,Positive,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/tafta/Pages/thailand-australia-fta
39,Australia-United Arab Emirates ,Australia; United Arab Emirates,Under Negotiation,Bilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.dfat.gov.au/trade/agreements/negotiations/australia-uae-comprehensive-economic-partnership-agreement
40,Australia-United Kingdom,Australia; United Kingdom,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2021,2023,2023,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=1152,2023,Awaiting data from the parties,Yes,Yes,Yes,Yes,2021,2023,GATS Art. V,2023,Awaiting data from the parties,Negative,Yes,2021,2023,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/agreements/in-force/aukfta
41,Australia-United States of America,Australia; United States of America,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2004,2005,2005,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=41,2004,Factual Presentation distributed,Yes,Yes,Yes,Yes,2004,2005,GATS Art. V,2004,Factual Presentation distributed,Negative,Yes,2004,2005,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,https://www.dfat.gov.au/trade/agreements/in-force/ausfta/official-documents/Pages/official-documents
42,Azerbaijan-Belarus,Azerbaijan; Belarus,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://cis-legislation.com/document.fwx?rgn=21023
43,Azerbaijan-Georgia,Azerbaijan; Georgia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1996,1996,1996,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=83,2001,Factual Presentation not distributed  ,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol%22WT/REG120/1%22&language=1&ct=DDFEnglish
44,Azerbaijan-Kazakhstan,Azerbaijan; Kazakhstan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1997,1999,1999,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://aric.adb.org/fta/azerbaijan-kazakhstan-free-trade-agreement
45,Azerbaijan-Republic of Moldova,Azerbaijan; Republic of Moldova,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1995,1996,1996,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://customs.gov.az/en/sahibkarlar-ucun/serbestticaret
46,Azerbaijan-Russian Federation,Azerbaijan; Russian Federation,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1992,1993,1993,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=830,2012,Factual Presentation not distributed  ,No,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/830/TOA/English/RF-Azerbaijan FTA_text with protocols.doc
